"<54>Aug 22 07:32:55 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.245.167.135","Computer name: HLVM-ALISAUTO03","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: WS.Reputation.1","Occurrences: 1","c:QC-Copychromedriver.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-22 07:31:32","Inserted: 2019-08-22 07:32:55","End: 2019-08-22 07:31:33","Last update time: 2019-08-22 07:32:55","Domain: Default","Group: My CompanyIsrael - HolonWorkstationsVirtualMachinesAlis Automation","Server: HL-ANTIVIRUS","User: coreautomation","Source computer: ","Source IP: ","Disposition: Good","Download site: ","Web domain: ","Downloaded by: c:/program files/java/jdk1.8.0_144/bin/java.exe","Prevalence: This file has been seen by hundreds of Symantec users.","Confidence: There is growing evidence that this file is trustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file approximately 2 days.","Sensitivity: ","Not on the permitted application list","Application hash: 297E5F1BE088A60B0FBFD67BF6B6E9D3AFF4ACBE228CDDD77642A9E270CB4C30","Hash type: SHA2","Company name: ","Application name: chromedriver.exe","Application version: ","Application type: 127","File size (bytes): 8543744","Category set: Malware","Category type: Insight Network Threat","Location: Internal",""
"<54>Aug 22 07:34:17 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.21.34.181","Computer name: INLT829","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: WS.Reputation.1","Occurrences: 1","c:Usersakanksha.bhardwaj.sapiensAppDataLocalTempteamviewerupdate.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-22 07:30:25","Inserted: 2019-08-22 07:34:15","End: 2019-08-22 07:30:26","Last update time: 2019-08-22 07:34:17","Domain: Default","Group: My CompanyIndia - BangaloreWorkstationsLaptopsIndiaBangalore","Server: BNG-ANTIVIRUS","User: SYSTEM","Source computer: ","Source IP: ","Disposition: Good","Download site: ","Web domain: ","Downloaded by: c:/program files (x86)/teamviewer/teamviewer.exe","Prevalence: Unknown","Confidence: There is growing evidence that this file is trustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file approximately 2 days.","Sensitivity: ","Not on the permitted application list","Application hash: 27D21FF74100C2F097751369A8AD1DF8B7690E093A16337E72DD064BB366C575","Hash type: SHA2","Company name: TeamViewer","Application name: TeamViewer Installer","Application version: 14.5.1691.0","Application type: 127","File size (bytes): 25459760","Category set: Malware","Category type: Insight Network Threat","Location: Internal",""
"<54>Aug 22 13:03:40 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.245.167.135","Computer name: HLVM-ALISAUTO03","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: WS.Reputation.1","Occurrences: 1","c:QC-Copychromedriver.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-22 05:43:25","Inserted: 2019-08-22 05:46:55","End: 2019-08-22 05:43:26","Last update time: 2019-08-22 13:03:40","Domain: Default","Group: My CompanyIsrael - HolonWorkstationsVirtualMachinesAlis Automation","Server: HL-ANTIVIRUS","User: coreautomation","Source computer: ","Source IP: ","Disposition: Good","Download site: ","Web domain: ","Downloaded by: c:/program files/java/jdk1.8.0_144/bin/java.exe","Prevalence: This file has been seen by hundreds of Symantec users.","Confidence: There is growing evidence that this file is trustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file approximately 2 days.","Sensitivity: ","Not on the permitted application list","Application hash: 297E5F1BE088A60B0FBFD67BF6B6E9D3AFF4ACBE228CDDD77642A9E270CB4C30","Hash type: SHA2","Company name: ","Application name: chromedriver.exe","Application version: ","Application type: 127","File size (bytes): 8543744","Category set: Malware","Category type: Insight Network Threat","Location: Internal",""
"<54>Aug 22 05:46:55 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.245.167.135","Computer name: HLVM-ALISAUTO03","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: WS.Reputation.1","Occurrences: 1","c:QC-Copychromedriver.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-22 05:43:25","Inserted: 2019-08-22 05:46:55","End: 2019-08-22 05:43:26","Last update time: 2019-08-22 05:46:55","Domain: Default","Group: My CompanyIsrael - HolonWorkstationsVirtualMachinesAlis Automation","Server: HL-ANTIVIRUS","User: coreautomation","Source computer: ","Source IP: ","Disposition: Good","Download site: ","Web domain: ","Downloaded by: c:/program files/java/jdk1.8.0_144/bin/java.exe","Prevalence: This file has been seen by hundreds of Symantec users.","Confidence: There is growing evidence that this file is trustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file approximately 2 days.","Sensitivity: ","Not on the permitted application list","Application hash: 297E5F1BE088A60B0FBFD67BF6B6E9D3AFF4ACBE228CDDD77642A9E270CB4C30","Hash type: SHA2","Company name: ","Application name: chromedriver.exe","Application version: ","Application type: 127","File size (bytes): 8543744","Category set: Malware","Category type: Insight Network Threat","Location: Internal",""
"<54>Aug 22 05:42:55 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.245.167.135","Computer name: HLVM-ALISAUTO03","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: WS.Reputation.1","Occurrences: 1","c:QC-Copychromedriver.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-22 05:42:02","Inserted: 2019-08-22 05:42:55","End: 2019-08-22 05:42:02","Last update time: 2019-08-22 05:42:55","Domain: Default","Group: My CompanyIsrael - HolonWorkstationsVirtualMachinesAlis Automation","Server: HL-ANTIVIRUS","User: coreautomation","Source computer: ","Source IP: ","Disposition: Good","Download site: ","Web domain: ","Downloaded by: c:/program files/java/jdk1.8.0_144/bin/java.exe","Prevalence: This file has been seen by hundreds of Symantec users.","Confidence: There is growing evidence that this file is trustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file approximately 2 days.","Sensitivity: ","Not on the permitted application list","Application hash: 297E5F1BE088A60B0FBFD67BF6B6E9D3AFF4ACBE228CDDD77642A9E270CB4C30","Hash type: SHA2","Company name: ","Application name: chromedriver.exe","Application version: ","Application type: 127","File size (bytes): 8543744","Category set: Malware","Category type: Insight Network Threat","Location: Internal",""
"<54>Aug 22 05:26:55 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.245.167.135","Computer name: HLVM-ALISAUTO03","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: WS.Reputation.1","Occurrences: 3","c:QC-Copychromedriver.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-22 05:22:42","Inserted: 2019-08-22 05:26:55","End: 2019-08-22 05:22:42","Last update time: 2019-08-22 05:26:55","Domain: Default","Group: My CompanyIsrael - HolonWorkstationsVirtualMachinesAlis Automation","Server: HL-ANTIVIRUS","User: coreautomation","Source computer: ","Source IP: ","Disposition: Good","Download site: ","Web domain: ","Downloaded by: c:/program files/java/jdk1.8.0_144/bin/java.exe","Prevalence: This file has been seen by hundreds of Symantec users.","Confidence: There is growing evidence that this file is trustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file approximately 2 days.","Sensitivity: ","Not on the permitted application list","Application hash: 297E5F1BE088A60B0FBFD67BF6B6E9D3AFF4ACBE228CDDD77642A9E270CB4C30","Hash type: SHA2","Company name: ","Application name: chromedriver.exe","Application version: ","Application type: 127","File size (bytes): 8543744","Category set: Malware","Category type: Insight Network Threat","Location: Internal",""
"<54>Aug 22 05:21:55 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.245.167.135","Computer name: HLVM-ALISAUTO03","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: WS.Reputation.1","Occurrences: 1","c:QC-Copychromedriver.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-22 05:21:04","Inserted: 2019-08-22 05:21:55","End: 2019-08-22 05:21:04","Last update time: 2019-08-22 05:21:55","Domain: Default","Group: My CompanyIsrael - HolonWorkstationsVirtualMachinesAlis Automation","Server: HL-ANTIVIRUS","User: coreautomation","Source computer: ","Source IP: ","Disposition: Good","Download site: ","Web domain: ","Downloaded by: c:/program files/java/jdk1.8.0_144/bin/java.exe","Prevalence: This file has been seen by hundreds of Symantec users.","Confidence: There is growing evidence that this file is trustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file approximately 2 days.","Sensitivity: ","Not on the permitted application list","Application hash: 297E5F1BE088A60B0FBFD67BF6B6E9D3AFF4ACBE228CDDD77642A9E270CB4C30","Hash type: SHA2","Company name: ","Application name: chromedriver.exe","Application version: ","Application type: 127","File size (bytes): 8543744","Category set: Malware","Category type: Insight Network Threat","Location: Internal",""
"<54>Aug 21 23:01:54 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.245.167.135","Computer name: HLVM-ALISAUTO03","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: WS.Reputation.1","Occurrences: 3","c:QC-Copychromedriver.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-21 22:56:47","Inserted: 2019-08-21 23:01:54","End: 2019-08-21 22:56:48","Last update time: 2019-08-21 23:01:54","Domain: Default","Group: My CompanyIsrael - HolonWorkstationsVirtualMachinesAlis Automation","Server: HL-ANTIVIRUS","User: coreautomation","Source computer: ","Source IP: ","Disposition: Good","Download site: ","Web domain: ","Downloaded by: c:/program files/java/jdk1.8.0_144/bin/java.exe","Prevalence: This file has been seen by hundreds of Symantec users.","Confidence: There is growing evidence that this file is trustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file approximately 2 days.","Sensitivity: ","Not on the permitted application list","Application hash: 297E5F1BE088A60B0FBFD67BF6B6E9D3AFF4ACBE228CDDD77642A9E270CB4C30","Hash type: SHA2","Company name: ","Application name: chromedriver.exe","Application version: ","Application type: 127","File size (bytes): 8543744","Category set: Malware","Category type: Insight Network Threat","Location: Internal",""
"<54>Aug 21 22:56:54 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.245.167.135","Computer name: HLVM-ALISAUTO03","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: WS.Reputation.1","Occurrences: 7","c:QC-Copychromedriver.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-21 22:54:45","Inserted: 2019-08-21 22:56:54","End: 2019-08-21 22:54:46","Last update time: 2019-08-21 22:56:54","Domain: Default","Group: My CompanyIsrael - HolonWorkstationsVirtualMachinesAlis Automation","Server: HL-ANTIVIRUS","User: coreautomation","Source computer: ","Source IP: ","Disposition: Good","Download site: ","Web domain: ","Downloaded by: c:/program files/java/jdk1.8.0_144/bin/java.exe","Prevalence: This file has been seen by hundreds of Symantec users.","Confidence: There is growing evidence that this file is trustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file approximately 2 days.","Sensitivity: ","Not on the permitted application list","Application hash: 297E5F1BE088A60B0FBFD67BF6B6E9D3AFF4ACBE228CDDD77642A9E270CB4C30","Hash type: SHA2","Company name: ","Application name: chromedriver.exe","Application version: ","Application type: 127","File size (bytes): 8543744","Category set: Malware","Category type: Insight Network Threat","Location: Internal",""
"<54>Aug 21 22:41:54 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.245.167.135","Computer name: HLVM-ALISAUTO03","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: WS.Reputation.1","Occurrences: 7","c:QC-Copychromedriver.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-21 22:39:46","Inserted: 2019-08-21 22:41:54","End: 2019-08-21 22:39:47","Last update time: 2019-08-21 22:41:54","Domain: Default","Group: My CompanyIsrael - HolonWorkstationsVirtualMachinesAlis Automation","Server: HL-ANTIVIRUS","User: coreautomation","Source computer: ","Source IP: ","Disposition: Good","Download site: ","Web domain: ","Downloaded by: c:/program files/java/jdk1.8.0_144/bin/java.exe","Prevalence: This file has been seen by hundreds of Symantec users.","Confidence: There is growing evidence that this file is trustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file approximately 2 days.","Sensitivity: ","Not on the permitted application list","Application hash: 297E5F1BE088A60B0FBFD67BF6B6E9D3AFF4ACBE228CDDD77642A9E270CB4C30","Hash type: SHA2","Company name: ","Application name: chromedriver.exe","Application version: ","Application type: 127","File size (bytes): 8543744","Category set: Malware","Category type: Insight Network Threat","Location: Internal",""
